iter	TotalF1	MultiClass
885	0.9794238621	0.121196033
886	0.9793964097	0.1211381242
887	0.9794791435	0.1209019021
888	0.9794795228	0.1208009169
889	0.9795348015	0.120725556
890	0.9795348015	0.12064776
891	0.97956225	0.1205638712
892	0.97956225	0.1204584143
893	0.9795626303	0.1203199806
894	0.979617905	0.1202272913
895	0.9796727966	0.1200154378
896	0.9796449715	0.1198645754
897	0.9796727966	0.1197522544
898	0.9797002421	0.1196177298
899	0.9796998648	0.119473641
900	0.9797818315	0.1192946593
901	0.9798096494	0.1190291779
902	0.9799750571	0.1188570586
903	0.9800021318	0.1187028518
904	0.9800299423	0.1184572668
905	0.9800024998	0.1182743421
906	0.9799476143	0.1180228093
907	0.9800024998	0.1178057519
908	0.9799750571	0.117783675
909	0.9800021318	0.1175750042
910	0.9800848267	0.1174534539
911	0.9801397106	0.1172554075
912	0.9802494763	0.1169871413
913	0.9803050775	0.1168665696
914	0.980249837	0.1167123815
915	0.9803047168	0.1165871401
916	0.9803873928	0.1164590105
917	0.9803317989	0.1162182767
918	0.9804415601	0.1160972208
919	0.980469	0.1159880853
920	0.9805791061	0.1158540879
921	0.9806072448	0.1156549852
922	0.9806072448	0.1155351877
923	0.9806624676	0.1154543078
924	0.9806072448	0.1152892811
925	0.9806624676	0.1151692763
926	0.9807176878	0.1150150892
927	0.9807173363	0.1149325879
928	0.9807451209	0.1148464965
929	0.9808552	0.1147394132
930	0.9808829806	0.1144741103
931	0.9809104107	0.1143286174
932	0.9809378406	0.1142569014
933	0.9809923547	0.1141715196
934	0.9809374933	0.1140665381
935	0.9810201294	0.1139064643
936	0.9810479039	0.1137613486
937	0.981075332	0.1136800192
938	0.98121247	0.1135032497
939	0.9811576153	0.1134404135
940	0.9812398972	0.1132565705
941	0.981294751	0.113078498
942	0.981294751	0.1129992571
943	0.9813225147	0.1128913414
944	0.9813502782	0.1127747058
945	0.9813502782	0.112699184
946	0.9813228537	0.1126136071
947	0.9813506183	0.112424317
948	0.9812680044	0.1122722298
949	0.9812683477	0.112183987
950	0.9812954291	0.112084882
951	0.9815713485	0.1119404007
952	0.9815158297	0.1118690467
953	0.9814887506	0.1117421497
954	0.981487733	0.1115646926
955	0.9816255097	0.1113341241
956	0.9816532644	0.1111725593
957	0.9816532644	0.111103466
958	0.9817081011	0.111003888
959	0.9817906871	0.1109528483
960	0.9817629373	0.1108789673
961	0.9818184367	0.1107722009
962	0.9817910211	0.1106977987
963	0.9818184367	0.1105951871
964	0.9818455202	0.1103719844
965	0.9819284286	0.1102384307
966	0.9818732675	0.1101108157
967	0.9820113316	0.1099292891
968	0.9818461863	0.1097588359
969	0.9818736005	0.1095705772
970	0.9818736005	0.1094402487
971	0.9819558424	0.1093627116
972	0.9819555125	0.1091671934
973	0.9820387429	0.1090495597
974	0.9820654962	0.1088800814
975	0.9821757971	0.1087604502
976	0.9822035343	0.1085809494
977	0.9821483865	0.1084596135
978	0.9821209758	0.1084062058
979	0.9822312715	0.1082601303
980	0.9823412285	0.1081023702
981	0.9823409027	0.1079453266
982	0.9823683101	0.1078403525
983	0.9823686349	0.1077016551
984	0.9823679874	0.1075473854
985	0.9823953958	0.1073655503
986	0.9823953958	0.1072247971
987	0.982450212	0.1071095303
988	0.9824508532	0.1069642356
989	0.9824785818	0.1068594677
990	0.9825059864	0.1067802479
991	0.9825327518	0.1066316783
992	0.9825875645	0.1064463678
993	0.9826156035	0.106361596
994	0.9825878809	0.1061371148
995	0.9825878809	0.1060394016
996	0.9825875645	0.1058861137
997	0.9826149707	0.1057259099
998	0.983651971	0.1055953043
999	0.983762222	0.1053705227
